Sumber,Rujuk,Keterangan
MK.OA.01,pelanggan,5.2.3 Sentiasa mengkaji kehendak pelanggan bagi memastikan keperluan pelanggan dipenuhi berlandaskan dasar dan peraturan baharu yang diperkenalkan dari masa ke semasa; dan
MK.OA.01,pelanggan,"5.2.4 Sebarang keperluan baharu daripada pelanggan hendaklah diberi keutamaan selagi ianya tidak bercanggah dengan keperluan perundangan, misi dan visi Syarikat."
MK.OA.01,pelanggan,Piagam pelanggan OA dinyatakan seperti berikut:
MK.OA.01,dasar,5.2 Dasar
MK.OA.01,dasar,"5.2.1 Membangunkan dasar kualiti dan dasar integriti, akauntabiliti dan anti-rasuah"
MK.OA.01,dasar,Syarikat telah menggubal dasar kualiti yang berikut;
MK.OA.01,pelanggan," **“OpenApps Sdn. Bhd. sentiasa komited kepada penyediaan bagi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem; dan sentiasa memenuhi keperluan pelanggan serta keperluan berkanun dan peraturan yang diguna pakai, seterusnya akan berusaha melaksanakan penambahbaikan yang berterusan ke atas QMS MS ISO 9001:2015”**. "
MK.OA.01,penambahbaikan," **“OpenApps Sdn. Bhd. sentiasa komited kepada penyediaan bagi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem; dan sentiasa memenuhi keperluan pelanggan serta keperluan berkanun dan peraturan yang diguna pakai, seterusnya akan berusaha melaksanakan penambahbaikan yang berterusan ke atas QMS MS ISO 9001:2015”**. "
MK.OA.01,dasar,"Dasar Integriti, Akauntabiliti dan Anti-Rasuah"
MK.OA.01,dasar,"Syarikat mengamalkan budaya kerja unggul dengan ciri-ciri moral dan etika yang kukuh, oleh itu Syarikat telah menggubal dasar integriti, akauntabiliti dan anti-rasuah sebagai pandu arah di dalam setiap urusniaga;"
MK.OA.01,pelanggan," ""**OpenApps Sdn. Bhd. berpegang kepada nilai-nilai murni integriti dan akauntabiliti, dengan itu secara tegas menolak amalan-amalan rasuah untuk menjaga kredibiliti dan kepercayaan pelanggan kepada syarikat**""."
MK.OA.01,dasar,5.2.2 Mengkomunikasikan dasar kualiti dan dasar integriti
MK.OA.01,komunikasi,5.2.2 Mengkomunikasikan dasar kualiti dan dasar integriti
MK.OA.01,dasar,"Pengurusan Syarikat hendaklah memastikan dasar kualiti; dan dasar integriti, akauntabiliti dan anti-rasuah sentiasa:"
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah memastikan dasar kualiti; dan dasar integriti, akauntabiliti dan anti-rasuah sentiasa:"
MK.OA.01,pengurusan,c. Mempastikan ia dibawa ke dalam agenda Kajian Semula Pengurusan untuk mencapai kepuasan pelanggan yang berterusan;
MK.OA.01,pelanggan,c. Mempastikan ia dibawa ke dalam agenda Kajian Semula Pengurusan untuk mencapai kepuasan pelanggan yang berterusan;
MK.OA.01,penambahbaikan,d. Melaksanakan penambahbaikan bagi meningkatkan keberkesanan sistem secara berterusan;
MK.OA.01,objektif,f. Mempastikan kedua-dua dasar digunapakai sebagai asas untuk merangka objektif kualiti.
MK.OA.01,dasar,f. Mempastikan kedua-dua dasar digunapakai sebagai asas untuk merangka objektif kualiti.
MK.OA.01,tanggungjawab,"5.3 Peranan, tanggungjawab dan bidang kuasa organisasi"
MK.OA.01,tanggungjawab,5.3.1 Tanggungjawab dan kuasa
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah mengenalpasti dan mendokumenkan tanggungjawab dan tugas-tugas setiap kakitangan. Tanggungjawab kakitangan dijelaskan melalui carta organisasi, senarai tugas, Fail Meja dan Piagam Pelanggan Syarikat."
MK.OA.01,tanggungjawab,"Pengurusan Syarikat hendaklah mengenalpasti dan mendokumenkan tanggungjawab dan tugas-tugas setiap kakitangan. Tanggungjawab kakitangan dijelaskan melalui carta organisasi, senarai tugas, Fail Meja dan Piagam Pelanggan Syarikat."
MK.OA.01,senarai,"Pengurusan Syarikat hendaklah mengenalpasti dan mendokumenkan tanggungjawab dan tugas-tugas setiap kakitangan. Tanggungjawab kakitangan dijelaskan melalui carta organisasi, senarai tugas, Fail Meja dan Piagam Pelanggan Syarikat."
MK.OA.01,pelanggan,"Pengurusan Syarikat hendaklah mengenalpasti dan mendokumenkan tanggungjawab dan tugas-tugas setiap kakitangan. Tanggungjawab kakitangan dijelaskan melalui carta organisasi, senarai tugas, Fail Meja dan Piagam Pelanggan Syarikat."
MK.OA.01,pengurusan,5.3.2 Wakil Pengurusan
MK.OA.01,pengurusan,MD hendaklah melantik Wakil Pengurusan yang akan mempunyai tanggungjawab berikut:
MK.OA.01,tanggungjawab,MD hendaklah melantik Wakil Pengurusan yang akan mempunyai tanggungjawab berikut:
MK.OA.01,pengurusan,b. Melapor kepada Pengurusan Syarikat mengenai kemajuan QMS;
MK.OA.01,penambahbaikan,c. Memastikan kesedaran ke atas usaha-usaha penambahbaikan dimaklumkan kepada kakitangan;dan
MK.OA.01,pengurusan,MD/Wakil Pengurusan boleh melantik seorang Timbalan Wakil Pengurusan yang akan bertanggungjawab membantu tugas Wakil Pengurusan secara sementara/tetap semasa ketiadaannya.
MK.OA.01,tanggungjawab,MD/Wakil Pengurusan boleh melantik seorang Timbalan Wakil Pengurusan yang akan bertanggungjawab membantu tugas Wakil Pengurusan secara sementara/tetap semasa ketiadaannya.
MK.OA.01,objektif,6.1.1 Syarikat setelah mengambil kira serta mempertimbangkan isu yang disebutkan dalam 4.1 dan keperluan yang disebutkan dalam 4.2 telah menentukan risiko dan peluang seperti di lampiran H. Penilaian dan pengurusan risiko dilaksanakan bagi mencapai objektif-objektif berikut:
MK.OA.01,pengurusan,6.1.1 Syarikat setelah mengambil kira serta mempertimbangkan isu yang disebutkan dalam 4.1 dan keperluan yang disebutkan dalam 4.2 telah menentukan risiko dan peluang seperti di lampiran H. Penilaian dan pengurusan risiko dilaksanakan bagi mencapai objektif-objektif berikut:
MK.OA.01,pengurusan,"a. memberi jaminan bahawa sistem pengurusan kualiti boleh mencapai hasil yang
dimaksudkan;"
MK.OA.01,penambahbaikan,d. mencapai penambahbaikan.
MK.OA.01,pengurusan,"1) mengintegrasikan, dan melaksanakan tindakan itu ke dalam proses sistem pengurusan kualiti (lihat 4.4); 
2) menilai keberkesanan tindakan ini."
MK.OA.01,objektif,6.2 Objektif kualiti dan perancangan untuk mencapainya (Lihat Pengurusan Strategi dan prestasi)
MK.OA.01,pengurusan,6.2 Objektif kualiti dan perancangan untuk mencapainya (Lihat Pengurusan Strategi dan prestasi)
MK.OA.01,prestasi,6.2 Objektif kualiti dan perancangan untuk mencapainya (Lihat Pengurusan Strategi dan prestasi)
MK.OA.01,objektif,"6.2.1 Objektif kualiti pada fungsi, aras dan proses yang relevan yang diperlukan"
MK.OA.01,objektif,"Syarikat hendaklah mewujudkan objektif kualiti pada fungsi, aras dan proses yang relevan yang diperlukan untuk sistem pengurusan kualiti. Objektif kualiti hendaklah:"
MK.OA.01,pengurusan,"Syarikat hendaklah mewujudkan objektif kualiti pada fungsi, aras dan proses yang relevan yang diperlukan untuk sistem pengurusan kualiti. Objektif kualiti hendaklah:"
MK.OA.01,dasar,a. tekal dengan dasar kualiti;
MK.OA.01,ukur,b. boleh diukur;
MK.OA.01,pelanggan,"d. relevan dengan keakuran produk dan perkhidmatan, dan peningkatan kepuasan pelanggan;"
MK.OA.01,komunikasi,f. dikomunikasikan;
MK.OA.01,objektif,6.2.2 Strategi dan perancangan untuk mencapai objektif kualiti
MK.OA.01,objektif,Pengurusan Syarikat akan memastikan objektif kualiti termasuk keperluan-keperluan penyampaian perkhidmatan diwujudkan bagi aktiviti yang relevan kepada pencapaian dasar kualiti. Objektif-objektif ini diukur dan selaras dengan dasar kualiti. Objektif-objektif kualiti Syarikat diukur dan dipantau menggunakan pendekatan *Balanced Scorecard* (BSC). Senarai objektif kualiti dan pengukuran seperti di lampiran I.
MK.OA.01,dasar,Pengurusan Syarikat akan memastikan objektif kualiti termasuk keperluan-keperluan penyampaian perkhidmatan diwujudkan bagi aktiviti yang relevan kepada pencapaian dasar kualiti. Objektif-objektif ini diukur dan selaras dengan dasar kualiti. Objektif-objektif kualiti Syarikat diukur dan dipantau menggunakan pendekatan *Balanced Scorecard* (BSC). Senarai objektif kualiti dan pengukuran seperti di lampiran I.
MK.OA.01,pengurusan,Pengurusan Syarikat akan memastikan objektif kualiti termasuk keperluan-keperluan penyampaian perkhidmatan diwujudkan bagi aktiviti yang relevan kepada pencapaian dasar kualiti. Objektif-objektif ini diukur dan selaras dengan dasar kualiti. Objektif-objektif kualiti Syarikat diukur dan dipantau menggunakan pendekatan *Balanced Scorecard* (BSC). Senarai objektif kualiti dan pengukuran seperti di lampiran I.
MK.OA.01,ukur,Pengurusan Syarikat akan memastikan objektif kualiti termasuk keperluan-keperluan penyampaian perkhidmatan diwujudkan bagi aktiviti yang relevan kepada pencapaian dasar kualiti. Objektif-objektif ini diukur dan selaras dengan dasar kualiti. Objektif-objektif kualiti Syarikat diukur dan dipantau menggunakan pendekatan *Balanced Scorecard* (BSC). Senarai objektif kualiti dan pengukuran seperti di lampiran I.
MK.OA.01,senarai,Pengurusan Syarikat akan memastikan objektif kualiti termasuk keperluan-keperluan penyampaian perkhidmatan diwujudkan bagi aktiviti yang relevan kepada pencapaian dasar kualiti. Objektif-objektif ini diukur dan selaras dengan dasar kualiti. Objektif-objektif kualiti Syarikat diukur dan dipantau menggunakan pendekatan *Balanced Scorecard* (BSC). Senarai objektif kualiti dan pengukuran seperti di lampiran I.
MK.OA.01,pengurusan,"Apabila syarikat menentukan keperluan untuk mengubah sistem pengurusan kualiti, perubahan itu hendaklah dilaksanakan dengan cara yang terancang (lihat 4.4). Perancangan strategi Syarikat melalui BSC menetapkan hala tuju serta pencapaian Syarikat bertempoh, setelah mengambil kira perubahan-perubahan yang dijangkakan; dalam pada itu, Syarikat perlu peka kepada perubahan persekitaran terutama keperluan pelanggan dan pro-aktif di dalam mendepani keadaan yang tidak dijangka. Syarikat hendaklah memberi pertimbangan terhadap:"
MK.OA.01,pelanggan,"Apabila syarikat menentukan keperluan untuk mengubah sistem pengurusan kualiti, perubahan itu hendaklah dilaksanakan dengan cara yang terancang (lihat 4.4). Perancangan strategi Syarikat melalui BSC menetapkan hala tuju serta pencapaian Syarikat bertempoh, setelah mengambil kira perubahan-perubahan yang dijangkakan; dalam pada itu, Syarikat perlu peka kepada perubahan persekitaran terutama keperluan pelanggan dan pro-aktif di dalam mendepani keadaan yang tidak dijangka. Syarikat hendaklah memberi pertimbangan terhadap:"
MK.OA.01,pengurusan,b. integriti sistem pengurusan kualiti;
MK.OA.01,tanggungjawab,d. pengagihan atau pengagihan semula tanggungjawab dan bidang kuasa.
MK.OA.01,pengurusan,"Pihak pengurusan Syarikat akan menentukan dan menyediakan sumber yang diperlukan bagi mewujudkan, melaksanakan, menyelenggarakan, dan menambah baik secara berterusan sistem pengurusan kualiti."
MK.OA.01,pengurusan,Syarikat hendaklah mempastikan kakitangan-kakitangan mempunyai kemahiran dan kepakaran dalam bidang kerja yang dipertanggungjawabkan. Keperluan sumber manusia hendaklah dirancang mengikut proses yang ditetapkan oleh MD dan pihak pengurusan.
MK.OA.01,tanggungjawab,Syarikat hendaklah mempastikan kakitangan-kakitangan mempunyai kemahiran dan kepakaran dalam bidang kerja yang dipertanggungjawabkan. Keperluan sumber manusia hendaklah dirancang mengikut proses yang ditetapkan oleh MD dan pihak pengurusan.
MK.OA.01,pengurusan,Pihak pengurusan Syarikat komited dalam menyediakan kemudahan prasarana bagi mengendalikan proses perolehan pemantauan dan penyampaian perkhidmatan projek integrasi sistem yang cekap dan berkesan. Kemudahan prasarana dan penyelenggaraan termasuk:
MK.OA.01,komunikasi,d. Kemudahan komunikasi; dan
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah memastikan dan menyediakan persekitaran kerja yang kondusif dan ceria serta mengutamakan budaya kualiti dan etika kerja yang memberi kesan positif ke atas produktiviti kakitangan Syarikat. Pengurusan Syarikat akan memastikan penyelenggaraan dan pengurusan ruang-ruang kerja adalah memenuhi keperluan kakitangan sebagaimana yang ditetapkan mengikut peraturan am keselamatan, kebajikan, kesihatan dan keselesaan persekitaran di tempat
kerja."
MK.OA.01,ukur,7.1.5 Sumber pemantauan dan pengukuran
MK.OA.01,ukur,7.1.5.2 Kebolehkesanan pengukuran
MK.OA.01,pengurusan,Pengurusan Syarikat tidak menggunapakai Seksyen 7.1.5 iaitu sumber pemantauan dan pengukuran kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang alatan pengukuran.
MK.OA.01,ukur,Pengurusan Syarikat tidak menggunapakai Seksyen 7.1.5 iaitu sumber pemantauan dan pengukuran kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang alatan pengukuran.
MK.OA.01,pelanggan,Pengurusan Syarikat tidak menggunapakai Seksyen 7.1.5 iaitu sumber pemantauan dan pengukuran kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang alatan pengukuran.
MK.OA.01,kompeten,7.2 Kekompetenan
MK.OA.01,pengurusan,Pihak pengurusan Syarikat akan memastikan semua kakitangan Syarikat yang berkenaan adalah cekap untuk melaksanakan tugas-tugas serta jelas mengenai tanggungjawab seperti dikehendaki oleh standard. Pengurusan Syarikat hendaklah:
MK.OA.01,tanggungjawab,Pihak pengurusan Syarikat akan memastikan semua kakitangan Syarikat yang berkenaan adalah cekap untuk melaksanakan tugas-tugas serta jelas mengenai tanggungjawab seperti dikehendaki oleh standard. Pengurusan Syarikat hendaklah:
MK.OA.01,rekod,"d. Menyelenggara rekod-rekod pengendalian latihan, keterampilan dan kelayakan;"
MK.OA.01,kawalan,Pengurusan Syarikat bertanggungjawab memastikan bahawa pegawai dan staf di bawah kawalannya mengetahui tentang:
MK.OA.01,pengurusan,Pengurusan Syarikat bertanggungjawab memastikan bahawa pegawai dan staf di bawah kawalannya mengetahui tentang:
MK.OA.01,tanggungjawab,Pengurusan Syarikat bertanggungjawab memastikan bahawa pegawai dan staf di bawah kawalannya mengetahui tentang:
MK.OA.01,dasar,a. dasar kualiti;
MK.OA.01,objektif,b. objektif kualiti yang relevan;
MK.OA.01,pengurusan,"c. sumbangan mereka kepada keberkesanan sistem pengurusan kualiti, termasuk manfaat prestasi yang ditambah baik; dan"
MK.OA.01,prestasi,"c. sumbangan mereka kepada keberkesanan sistem pengurusan kualiti, termasuk manfaat prestasi yang ditambah baik; dan"
MK.OA.01,pengurusan,d. implikasi jika tidak mengakuri keperluan sistem pengurusan kualiti.
MK.OA.01,komunikasi,7.4 Komunikasi
MK.OA.01,pengurusan,Pengurusan Syarikat memastikan kaedah komunikasi dalaman yang sesuai diwujudkan melalui instrumen berikut:
MK.OA.01,komunikasi,Pengurusan Syarikat memastikan kaedah komunikasi dalaman yang sesuai diwujudkan melalui instrumen berikut:
MK.OA.01,rekod,"Dokumentasi QMS akan meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. (Lihat Seksyen 4.4.1)
 
 7.5.3 Kawalan maklumat didokumentasikan"
MK.OA.01,dasar,"Dokumentasi QMS akan meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. (Lihat Seksyen 4.4.1)
 
 7.5.3 Kawalan maklumat didokumentasikan"
MK.OA.01,kawalan,"Dokumentasi QMS akan meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. (Lihat Seksyen 4.4.1)
 
 7.5.3 Kawalan maklumat didokumentasikan"
MK.OA.01,pengurusan,"Dokumentasi QMS akan meliputi rekod-rekod mengenai keputusan-keputusan pihak pengurusan Syarikat untuk memastikan tindakan-tindakan berkaitan pengurusan dan dasar dapat dikesan, dan memastikan keputusan yang direkodkan dapat dihasilkan semula. (Lihat Seksyen 4.4.1)
 
 7.5.3 Kawalan maklumat didokumentasikan"
MK.OA.01,kawalan,Kawalan Dokumen
MK.OA.01,kawalan,Prosedur bagi kawalan dokumen disediakan meliputi perkara-perkara berikut:
MK.OA.01,kawalan,Kawalan Ke Atas Dokumen dilaksanakan sebagaimana berikut:
MK.OA.01,kawalan,"a. Dokumen Kualiti yang perlu dikawal ialah Manual Kualiti, Prosedur Kualiti, Arahan Kerja dan Dokumen-dokumen Sokongan termasuk kawalan ke atas dokumen luaran."
MK.OA.01,pengurusan,"b. Wakil Pengurusan adalah bertanggungjawab untuk memastikan dokumen-dokumen kualiti yang dirujuk dalam QMS adalah terkini dan ditempatkan di Bilik Fail, dikawal oleh Pengurus Dokumen dan hendaklah mudah dirujuk oleh kakitangan yang memerlukan. Jika dokumen kualiti disimpan secara elektronik sistem ‘Back-up’ hendaklah diwujudkan."
MK.OA.01,tanggungjawab,"b. Wakil Pengurusan adalah bertanggungjawab untuk memastikan dokumen-dokumen kualiti yang dirujuk dalam QMS adalah terkini dan ditempatkan di Bilik Fail, dikawal oleh Pengurus Dokumen dan hendaklah mudah dirujuk oleh kakitangan yang memerlukan. Jika dokumen kualiti disimpan secara elektronik sistem ‘Back-up’ hendaklah diwujudkan."
MK.OA.01,tanggungjawab,d. Pemegang dokumen dan nombor salinan dokumen dikenalpasti melalui senarai edaran. Senarai edaran diselenggarakan oleh Pengurus Dokumen. Pemegang Dokumen adalah dipertanggungjawabkan untuk mengemaskini pindaan terkini dalam Dokumen Terkawal yang diedarkan sebelum ini.
MK.OA.01,senarai,d. Pemegang dokumen dan nombor salinan dokumen dikenalpasti melalui senarai edaran. Senarai edaran diselenggarakan oleh Pengurus Dokumen. Pemegang Dokumen adalah dipertanggungjawabkan untuk mengemaskini pindaan terkini dalam Dokumen Terkawal yang diedarkan sebelum ini.
MK.OA.01,senarai,e. Dokumen Kualiti yang perlu diedarkan kepada Eksekutif sepertimana senarai pemegang dokumen terkawal di muka surat 6 ditanda sebagai **SALINAN DOKUMEN TERKAWAL** di setiap muka surat dokumen.
MK.OA.01,senarai,"f. Satu senarai induk yang mengandungi semua dokumen kualiti yang digunakan dalam QMS berkenaan disediakan di dalam Manual Kualiti di lampiran E, F dan G. Senarai ini hendaklah dikemaskini dari semasa ke semasa apabila berlaku perubahan."
MK.OA.01,senarai,"g. Seorang Pengurus Dokumen hendaklah dilantik oleh MD bagi menyelenggara naskah dokumen Terkawal, menyelaras pindaan dokumen dan edaran serta mengemaskini senarai edaran dokumen."
MK.OA.01,pengurusan,c. Wakil Pengurusan bertanggungjawab mengedarkan semua pindaan kepada Pengurus Dokumen. Pengurus Dokumen bertanggungjawab mengemaskini dan memasukkan semua pindaan berkaitan dan mengeluarkan dokumen yang dibatalkan serta melupuskannya mengikut kaedah yang ditetapkan oleh MD.
MK.OA.01,tanggungjawab,c. Wakil Pengurusan bertanggungjawab mengedarkan semua pindaan kepada Pengurus Dokumen. Pengurus Dokumen bertanggungjawab mengemaskini dan memasukkan semua pindaan berkaitan dan mengeluarkan dokumen yang dibatalkan serta melupuskannya mengikut kaedah yang ditetapkan oleh MD.
MK.OA.01,pengurusan,"d. Jika keseluruhan Dokumen Terkawal dipinda, dokumen asal perlu dikembalikan kepada Wakil Pengurusan dan digantikan dengan Dokumen Terkawal yang terkini."
MK.OA.01,senarai,e. Satu salinan Dokumen Terkawal asal yang tidak dipinda perlu disimpan dan ditanda **BATAL** dengan dakwat berwarna **MERAH.** Senarai Pindaan yang berkaitan juga perlu dikemaskini.
MK.OA.01,kawalan,8.1. Perancangan dan kawalan operasi
MK.OA.01,objektif,"Pengurusan Syarikat akan menentukan Objektif Kualiti dan proses-proses kerja didokumen dan dilaksanakan bagi memastikan keperluan-keperluan pelanggan dan arahan-arahan serta pekeliling-pekeliling berkaitan yang berkuatkuasa dipatuhi. Pengurusan Syarikat akan menentukan pendekatan proses yang terancang meliputi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem; seperti berikut:"
MK.OA.01,pengurusan,"Pengurusan Syarikat akan menentukan Objektif Kualiti dan proses-proses kerja didokumen dan dilaksanakan bagi memastikan keperluan-keperluan pelanggan dan arahan-arahan serta pekeliling-pekeliling berkaitan yang berkuatkuasa dipatuhi. Pengurusan Syarikat akan menentukan pendekatan proses yang terancang meliputi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem; seperti berikut:"
MK.OA.01,pelanggan,"Pengurusan Syarikat akan menentukan Objektif Kualiti dan proses-proses kerja didokumen dan dilaksanakan bagi memastikan keperluan-keperluan pelanggan dan arahan-arahan serta pekeliling-pekeliling berkaitan yang berkuatkuasa dipatuhi. Pengurusan Syarikat akan menentukan pendekatan proses yang terancang meliputi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem; seperti berikut:"
MK.OA.01,objektif,"8.1.1 Objektif Kualiti dan Dasar Kualiti bagi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem yang terlibat;"
MK.OA.01,dasar,"8.1.1 Objektif Kualiti dan Dasar Kualiti bagi proses perolehan, pemantauan dan penyampaian perkhidmatan projek integrasi sistem yang terlibat;"
MK.OA.01,rekod,8.1.4 Rekod-rekod yang diperlukan diselenggarakan sebagai bukti dari perlaksanaan QMS MS ISO 9001:2015; dan
MK.OA.01,komunikasi,8.2.1 Komunikasi dengan pelanggan
MK.OA.01,pelanggan,8.2.1 Komunikasi dengan pelanggan
MK.OA.01,pengurusan,Pengurusan Syarikat akan menyediakan kemudahan komunikasi yang terancang dan berkesan dengan pelanggan melalui:
MK.OA.01,komunikasi,Pengurusan Syarikat akan menyediakan kemudahan komunikasi yang terancang dan berkesan dengan pelanggan melalui:
MK.OA.01,pelanggan,Pengurusan Syarikat akan menyediakan kemudahan komunikasi yang terancang dan berkesan dengan pelanggan melalui:
MK.OA.01,pengurusan,"Pengurusan Syarikat akan menentukan bahawa proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem dijalankan meliputi perkara-perkara berikut:"
MK.OA.01,pelanggan,a. Memastikan keperluan dinyatakan oleh pelanggan yang meliputi proses penerimaan dan selepas penerimaan perkhidmatan yang disampaikan;
MK.OA.01,pelanggan,b. Keperluan yang tidak dinyatakan oleh pelanggan dan didapati perlu untuk dinyatakan;
MK.OA.01,pengurusan,Pengurusan Syarikat akan mengkaji semula kehendak-kehendak pelanggan sebelum memberi sesuatu perkhidmatan pelanggan. Kajian semula ini sekurang-kurangnya mengandungi ciri-ciri berikut:
MK.OA.01,pelanggan,Pengurusan Syarikat akan mengkaji semula kehendak-kehendak pelanggan sebelum memberi sesuatu perkhidmatan pelanggan. Kajian semula ini sekurang-kurangnya mengandungi ciri-ciri berikut:
MK.OA.01,pelanggan,"a. Kajian semula keperluan proses perolehan, pemantauan projek dan penyampaian perkhidmatan projek integrasi sistem mengambil kira cadangan-cadangan pelanggan selagi ia tidak bercanggah dengan Akta dan Peraturan yang berkaitan;"
MK.OA.01,pengurusan,"b. Sekiranya berlaku sebarang perubahan kepada keperluan-keperluan produk atau perkhidmatan, pengurusan Syarikat akan memastikan semua dokumen yang terlibat diselaraskan melalui pindaan prosedur kualiti yang terlibat. Sebarang perubahan berlaku akan dimaklumkan kepada semua yang terlibat dan latihan tambahan akan diberikan mengikut keperluan semasa; dan"
MK.OA.01,pengurusan,c. Pengurusan Syarikat hendaklah mengambil kira semua keperluan-keperluan terkini yang ditetapkan dari semasa ke semasa.
MK.OA.01,pengurusan,"Pengurusan Syarikat hendaklah memastikan bahawa maklumat didokumentasikan yang relevan dipinda, dan bahawa orang yang berkaitan dimaklumkan tentang keperluan yang berubah,
apabila keperluan untuk produk dan perkhidmatan diubah."
MK.OA.01,pengurusan,Pengurusan Syarikat tidak menggunapakai Seksyen 8.3 iaitu rekabentuk dan pembangunan produk dan perkhidmatan kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang aktiviti rekabentuk.
MK.OA.01,pelanggan,Pengurusan Syarikat tidak menggunapakai Seksyen 8.3 iaitu rekabentuk dan pembangunan produk dan perkhidmatan kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang aktiviti rekabentuk.
MK.OA.01,kawalan,"8.4 Kawalan terhadap proses, produk dan perkhidmatan sediaan luar"
MK.OA.01,pengurusan,Pengurusan Syarikat tidak menggunapakai Seksyen 8.4 iaitu rekabentuk dan pembangunan produk dan perkhidmatan kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang aktiviti rekabentuk.
MK.OA.01,pelanggan,Pengurusan Syarikat tidak menggunapakai Seksyen 8.4 iaitu rekabentuk dan pembangunan produk dan perkhidmatan kerana perkhidmatan yang diberikan kepada pelanggan tidak melibatkan sebarang aktiviti rekabentuk.
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah melaksanakan dan menyelenggara prosedur-prosedur yang telah didokumenkan bagi menentukan produk dan perkhidmatan yang diperolehi secara pembelian sentiasa memenuhi keperluan dan perundangan yang berkuat kuasa.
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah menguruskan aktiviti perolehan bekalan produk dan perkhidmatan mengikut peraturan kewangan yang ditetapkan oleh Perbendaharaan Malaysia melalui kaedah-kaedah berikut:
MK.OA.01,kawalan,8.5.1 Kawalan penyediaan pengeluaran dan perkhidmatan
MK.OA.01,pengurusan,"f. Memastikan kakitangan yang terlibat dalam proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem adalah terlatih, mahir dan berkualiti serta memastikan kakitangan yang terlibat sentiasa memenuhi keperluan kualiti yang ditetapkan oleh pengurusan Syarikat; dan"
MK.OA.01,pelanggan,"g. Menyediakan maklumat mengenai proses perolehan, pemantauan projek dan penyampaian perkhidmatan integrasi sistem untuk keperluan pelanggan."
MK.OA.01,pengurusan,"Pengurusan Syarikat akan memastikan proses pengenalpastian dan kebolehkesanan bagi proses-proses yang terlibat dilaksanakan untuk mencapai hasil seperti yang dirancang. Ini bagi mengenalpasti kelemahan yang berlaku setelah penyampaian perkhidmatan dilaksanakan. Pengenalpastian dan kebolehkesanan ini bertujuan untuk mencapai kualiti penyediaan perkhidmatan dokumentasi seperti yang dirancangkan. Untuk tujuan tersebut, pengurusan Syarikat akan menentukan perkara-perkara berikut:"
MK.OA.01,rekod,Syarikat hendaklah mengenalpasti dan mewujudkan rekod bagi tujuan identifikasi dan kemudahkesanan penyimpanan dokumen. Penyusunan dokumen-dokumen di dalam rak dikesan melalui nombor panggilan.
MK.OA.01,pelanggan,8.5.3 Harta kepunyaan pelanggan atau penyedia luar
MK.OA.01,pengurusan,Pengurusan Syarikat tidak menyimpan harta milik pelanggan.
MK.OA.01,pelanggan,Pengurusan Syarikat tidak menyimpan harta milik pelanggan.
MK.OA.01,pengurusan,Pengurusan Syarikat bertanggungjawab mewujudkan prosedur penyimpanan dokumen di Bilik Fail bagi mengelakkan kerosakan dan memudahkan dokumen diperolehi apabila diperlukan. Semua bahan disimpan dalam persekitaran yang sesuai untuk mengelak kerosakan.
MK.OA.01,tanggungjawab,Pengurusan Syarikat bertanggungjawab mewujudkan prosedur penyimpanan dokumen di Bilik Fail bagi mengelakkan kerosakan dan memudahkan dokumen diperolehi apabila diperlukan. Semua bahan disimpan dalam persekitaran yang sesuai untuk mengelak kerosakan.
MK.OA.01,pengurusan,Pengurusan Syarikat hendaklah memenuhi keperluan bagi aktiviti selepas hantar serah yang berkaitan dengan produk dan perkhidmatan.
MK.OA.01,pelanggan,d. keperluan pelanggan;
MK.OA.01,pelanggan,e. maklum balas pelanggan.
