Tajuk Perolehan,PTJ,Tarikh Iklan,Tarikh Tutup,Tempoh Berbaki (Hari),Taklimat / Lawatan Tapak,Tindakan
"Sebut Harga Bagi Perkhidmatan Penyelenggaraan Landskap/Seni Taman dan Sampah di Observatori Negara Langkawi, Agensi Angkasa Malaysia Untuk Tempoh Dua (2) Tahun",AGENSI ANGKASA MALAYSIA (MYSA),08/07/2022 12:00 PM,25/07/2022 12:00 PM,13,Ya,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN ULTRA LOW FREEZER, -80 DEGREE CELCIUS BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
SEBUTHARGA PEROLEHAN PERALATAN ULTRACENTRIFUGE FLOOR STANDING BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS),BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN FLAMMABLE STORAGE CABINET, BUILD IN FILTER BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN DRYING OVEN CABINET, STAINLESS STEEL BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"TENDER PEROLEHAN PERALATAN BAGI KURSUS BAHARU MARIN DECK RATING DI IKBN KUALA PERLIS, PERLIS",BAHAGIAN KEWANGAN KEMENTERIAN BELIA SUKAN,08/07/2022 12:00 PM,02/08/2022 12:00 PM,21,Tidak,ui-button
TENDER UNTUK MENAIKTARAF SISTEM KESELAMATAN ELEKTRONIK (SKE) DI BANGUNAN KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA MALAYSIA (KKMM) SECARA SEWA BELI BAGI TEMPOH 36 BULAN,KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA-PENTADBIRAN DAN KEWANGAN,08/07/2022 12:00 PM,04/08/2022 12:00 PM,23,Ya,ui-button
PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA DI PEJABAT JPJ SERIAN DAN STESEN PENGUATKUASA (SP) SERIAN BAGI TEMPOH 24 BULAN,JABATAN PENGANGKUTAN JALAN CAWANGAN SERIAN,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Ya,ui-button
PEROLEHAN PENYEDIAAN SISTEM RANGKAIAN SETEMPAT (LAN) DI MENARA SUASANA,IBU PEJABAT KASTAM,08/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Tidak,ui-button
"SEBUTHARGA PEMBEKALAN, PENGHANTARAN DAN PEMASANGAN PERABOT DI JPJ CAWANGAN BINTULU TAHUN 2022",JABATAN PENGANGKUTAN JALAN BINTULU,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Ya,ui-button
"SEBUT HARGA PERKHIDMATAN PENYELENGGARAAN SISTEM PENCEGAH KEBAKARAN SECARA BERKALA BAGI TEMPOH DUA (2) TAHUN DI INSTITUT LATIHAN PERINDUSTRIAN (ILP) IPOH, JABATAN TENAGA MANUSIA",INSTITUT LATIHAN PERINDUSTRIAN IPOH,08/07/2022 12:00 PM,21/07/2022 12:00 PM,9,Ya,ui-button
"PERKHIDMATAN SEWAAN PRASARANA ICT DI UNIT PERANCANG EKONOMI, JABATAN PERDANA MENTERI BAGI TEMPOH 36 BULAN.",IBU PEJABAT-UNIT PERANCANG EKONOMI-JABATAN PERDANA MENTERI,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
TAWARAN TENDER MEMBEKAL DAN MENGHANTAR REAGEN DAN KONSUMABEL BESERTA ANALYSER UNTUK MENJALANKAN UJIAN-UJIAN CHEMISTRY DAN IMMUNOASSAY BAGI TEMPOH EMPAT (4) TAHUN DI HOSPITAL SERDANG DAN HOSPITAL AMPANG,JKN SELANGOR PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SELANGOR,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
"MEMBEKAL DAN MENGHANTAR UBAT PHENOBARBITONE SODIUM 200MG/ML INJECTION KE CAWANGAN FARMASI LOGISTIK NEGERI SABAH DAN HOSPITAL-HOSPITAL, JABATAN KESIHATAN NEGERI SABAH UNTUK TEMPOH SATU (1) TAHUN.",JKN SABAH TIMB PENGARAH KES (FARMASI) UNIT PENTADBIRAN AM,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"TENDER MEMBEKAL, MENGHANTAR REAGEN DAN KONSUMABEL DENGAN PENEMPATAN PERALATAN UNTUK UJIAN KOAGULASI KE MAKMAL HEMATOLOGI HOSPITAL PULAU PINANG, HOSPITAL SEBERANG JAYA, HOSPITAL BUKIT MERTAJAM, HOSPITAL KEPALA BATAS, HOSPITAL BALIK PULAU DAN HOSPITAL SUNGAI BAKAP BAGI TEMPOH EMPAT (4) TAHUN",JKN PULAU PINANG PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI PULAU PINANG,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
PERKHIDMATAN PENDIGITALAN DOKUMEN FIZIKAL KE BENTUK DIGITAL (JAWAPAN PERTANYAAN JAWAB LISAN HARIAN DEWAN RAKYAT DAN FEDERATION LEGISLATIVE COUNCIL) PARLIMEN MALAYSIA TAHUN 2022,CAWANGAN KEWANGAN PARLIMEN-AM,08/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"PERKHIDMATAN MENAIKTARAF INFRASTRUKTUR TALIAN KOMUNIKASI FIBER DI TAMAN DESA, SG. KERAYONG, PUSAT KAWALAN SMART, JABATAN PENGAIRAN DAN SALIRAN WILAYAH PERSEKUTUAN KUALA LUMPUR.",JABATAN PENGAIRAN DAN SALIRAN WILAYAH PERSEKUTUAN/RTB LEMBAH SUNGAI,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Ya,ui-button
MEMBEKAL DAN MENGHANTAR AIR BERSIH BERAWAT BAGI KEGUNAAN ORANG-ORANG TAHANAN DI DEPOT IMIGRESEN KOTA KINABALU UNTUK JABATAN IMIGRESEN MALAYSIA NEGERI SABAH,PEJABAT IMIGERESEN SABAH,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"PEMBEKALAN DAN PENGHANTARAN BUT TAKTIKAL PENGUATKUASA, KASUT TUGAS AM PEGAWAI KANAN LELAKI, KASUT TUGAS AM LELAKI DAN KASUT TUGAS AM WANITA BAGI TEMPOH DUA (2) TAHUN UNTUK JABATAN IMIGRESEN MALAYSIA (JIM)",BAHAGIAN PEROLEHAN,08/07/2022 12:00 PM,22/08/2022 12:00 PM,41,Tidak,ui-button
PERKHIDMATAN PEMBANGUNAN SEMULA SISTEM PENGAMBILAN BAGI ANGGOTA PERKHIDMATAN PENDIDIKAN (MYSPP) DI SURUHANJAYA PERKHIDMATAN PENDIDIKAN,SURUHANJAYA PERKHIDMATAN PENDIDIKAN IBU PEJABAT,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"Sebut Harga Bagi Perkhidmatan Penyelenggaraan Landskap/Seni Taman dan Sampah di Observatori Negara Langkawi, Agensi Angkasa Malaysia Untuk Tempoh Dua (2) Tahun",AGENSI ANGKASA MALAYSIA (MYSA),08/07/2022 12:00 PM,25/07/2022 12:00 PM,13,Ya,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN ULTRA LOW FREEZER, -80 DEGREE CELCIUS BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
SEBUTHARGA PEROLEHAN PERALATAN ULTRACENTRIFUGE FLOOR STANDING BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS),BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN FLAMMABLE STORAGE CABINET, BUILD IN FILTER BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"SEBUTHARGA PEROLEHAN PERALATAN DRYING OVEN CABINET, STAINLESS STEEL BAGI NATIONAL CENTRE FOR FOOD SAFETY (NCFS)",BAHAGIAN KESELAMATAN DAN KUALITI MAKANAN,08/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Tidak,ui-button
"TENDER PEROLEHAN PERALATAN BAGI KURSUS BAHARU MARIN DECK RATING DI IKBN KUALA PERLIS, PERLIS",BAHAGIAN KEWANGAN KEMENTERIAN BELIA SUKAN,08/07/2022 12:00 PM,02/08/2022 12:00 PM,21,Tidak,ui-button
TENDER UNTUK MENAIKTARAF SISTEM KESELAMATAN ELEKTRONIK (SKE) DI BANGUNAN KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA MALAYSIA (KKMM) SECARA SEWA BELI BAGI TEMPOH 36 BULAN,KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA-PENTADBIRAN DAN KEWANGAN,08/07/2022 12:00 PM,04/08/2022 12:00 PM,23,Ya,ui-button
PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA DI PEJABAT JPJ SERIAN DAN STESEN PENGUATKUASA (SP) SERIAN BAGI TEMPOH 24 BULAN,JABATAN PENGANGKUTAN JALAN CAWANGAN SERIAN,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Ya,ui-button
PEROLEHAN PENYEDIAAN SISTEM RANGKAIAN SETEMPAT (LAN) DI MENARA SUASANA,IBU PEJABAT KASTAM,08/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Tidak,ui-button
"SEBUTHARGA PEMBEKALAN, PENGHANTARAN DAN PEMASANGAN PERABOT DI JPJ CAWANGAN BINTULU TAHUN 2022",JABATAN PENGANGKUTAN JALAN BINTULU,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Ya,ui-button
"SEBUT HARGA PERKHIDMATAN PENYELENGGARAAN SISTEM PENCEGAH KEBAKARAN SECARA BERKALA BAGI TEMPOH DUA (2) TAHUN DI INSTITUT LATIHAN PERINDUSTRIAN (ILP) IPOH, JABATAN TENAGA MANUSIA",INSTITUT LATIHAN PERINDUSTRIAN IPOH,08/07/2022 12:00 PM,21/07/2022 12:00 PM,9,Ya,ui-button
"PERKHIDMATAN SEWAAN PRASARANA ICT DI UNIT PERANCANG EKONOMI, JABATAN PERDANA MENTERI BAGI TEMPOH 36 BULAN.",IBU PEJABAT-UNIT PERANCANG EKONOMI-JABATAN PERDANA MENTERI,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
TAWARAN TENDER MEMBEKAL DAN MENGHANTAR REAGEN DAN KONSUMABEL BESERTA ANALYSER UNTUK MENJALANKAN UJIAN-UJIAN CHEMISTRY DAN IMMUNOASSAY BAGI TEMPOH EMPAT (4) TAHUN DI HOSPITAL SERDANG DAN HOSPITAL AMPANG,JKN SELANGOR PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SELANGOR,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
"MEMBEKAL DAN MENGHANTAR UBAT PHENOBARBITONE SODIUM 200MG/ML INJECTION KE CAWANGAN FARMASI LOGISTIK NEGERI SABAH DAN HOSPITAL-HOSPITAL, JABATAN KESIHATAN NEGERI SABAH UNTUK TEMPOH SATU (1) TAHUN.",JKN SABAH TIMB PENGARAH KES (FARMASI) UNIT PENTADBIRAN AM,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"TENDER MEMBEKAL, MENGHANTAR REAGEN DAN KONSUMABEL DENGAN PENEMPATAN PERALATAN UNTUK UJIAN KOAGULASI KE MAKMAL HEMATOLOGI HOSPITAL PULAU PINANG, HOSPITAL SEBERANG JAYA, HOSPITAL BUKIT MERTAJAM, HOSPITAL KEPALA BATAS, HOSPITAL BALIK PULAU DAN HOSPITAL SUNGAI BAKAP BAGI TEMPOH EMPAT (4) TAHUN",JKN PULAU PINANG PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI PULAU PINANG,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
PERKHIDMATAN PENDIGITALAN DOKUMEN FIZIKAL KE BENTUK DIGITAL (JAWAPAN PERTANYAAN JAWAB LISAN HARIAN DEWAN RAKYAT DAN FEDERATION LEGISLATIVE COUNCIL) PARLIMEN MALAYSIA TAHUN 2022,CAWANGAN KEWANGAN PARLIMEN-AM,08/07/2022 12:00 PM,13/07/2022 12:00 PM,1,Tidak,ui-button
"PERKHIDMATAN MENAIKTARAF INFRASTRUKTUR TALIAN KOMUNIKASI FIBER DI TAMAN DESA, SG. KERAYONG, PUSAT KAWALAN SMART, JABATAN PENGAIRAN DAN SALIRAN WILAYAH PERSEKUTUAN KUALA LUMPUR.",JABATAN PENGAIRAN DAN SALIRAN WILAYAH PERSEKUTUAN/RTB LEMBAH SUNGAI,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Ya,ui-button
MEMBEKAL DAN MENGHANTAR AIR BERSIH BERAWAT BAGI KEGUNAAN ORANG-ORANG TAHANAN DI DEPOT IMIGRESEN KOTA KINABALU UNTUK JABATAN IMIGRESEN MALAYSIA NEGERI SABAH,PEJABAT IMIGERESEN SABAH,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"PERKHIDMATAN MENAIKTARAF RUANG KAWALAN KOMUNIKASI BAGI OPERASI LENCONGAN BANJIR SG.KLANG - SG AMPANG DI PUSAT KAWALAN SMART, JPS WILAYAH PERSEKUTUAN KUALA LUMPUR",JABATAN PENGAIRAN DAN SALIRAN WILAYAH PERSEKUTUAN/RTB LEMBAH SUNGAI,08/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Ya,ui-button
"TENDER MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH HIGH END NEONATAL VENTILATOR KE JABATAN PEDIATRIK (NICU), HOSPITAL UMUM SARAWAK",JKN SARAWAK PEJABAT PENGARAH KESIHATAN NEGERI SARAWAK,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
"Membekal dan Menghantar Bahan pakai buang   Kali ke-2 Untuk Keperluan Bahagian Bioteknologi, Ibu Pejabat Jabatan Kimia Malaysia, Petaling Jaya Selangor",JABATAN KIMIA MALAYSIA IBU PEJABAT,08/07/2022 12:00 PM,14/07/2022 12:00 PM,2,Tidak,ui-button
PEROLEHAN PERKHIDMATAN PENYEWAAN MESIN PENYALIN DIGITAL DAN BACAAN METER DI IBU PEJABAT JABATAN PENERANGAN MALAYSIA BAGI TEMPOH SATU TAHUN,JABATAN PENERANGAN IBU PEJABAT-BAHAGIAN PENTADBIRAN DAN KEWANGAN,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"TAWARAN SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, DAN MENTAULIAH POWER DRILL (BIG BONE) BATTERY OPERATED KE HOSPITAL PENDANG",HOSPITAL KUALA NERANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"TAWARAN SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH LARGE FRAGMENT SET KE HOSPITAL PENDANG",HOSPITAL KUALA NERANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"TAWARAN SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH OSCILLATING SAW BATTERY OPERATED KE HOSPITAL PENDANG",HOSPITAL KUALA NERANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"TAWARAN SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH SMALL FRAGMENTS INSTRUMENTS SET WITH STAINLESS STEEL IMPLANTS IN GRAPHIC CASE KE HOSPITAL PENDANG",HOSPITAL KUALA NERANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"TAWARAN SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH EXTERNAL FIXATOR LOWER LIMB SET",HOSPITAL KUALA NERANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
KERJA-KERJA MENYELENGGARA DAN PEMBAIKAN DUA (2) UNIT JENTERA EMERGENCY RESCUE SERVICES (EMRS) JABATAN BOMBA DAN PENYELAMAT MALAYSIA  NEGERI MELAKA TAHUN 2022,IBU PEJABAT BOMBA DAN PENYELAMAT NEGERI MELAKA,08/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Ya,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH SEPULUH (10) UNIT WARMING UNIT KE HOSPITAL KENINGAU",JKN SABAH HOSPITAL KENINGAU UNIT PENTADBIRAN/KEWANGAN/PENGURUSAN,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH DUA (2) UNIT DEFIBRILLATER KE HOSPITAL KENINGAU",JKN SABAH HOSPITAL KENINGAU UNIT PENTADBIRAN/KEWANGAN/PENGURUSAN,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL, MENGUKUR, MENJAHIT, MENGHANTAR PAKAIAN SERAGAM DAN KASUT UNTUK PEMANDU KENDERAAN, PENGHANTAR NOTIS, PEMBANTU OPERASI, PEMBANTU AWAM DAN PENGAWAL KESELAMATAN JABATAN BAGI MAHKAMAH NEGERI SABAH.",MAHKAMAH NEGERI SABAH,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MENGUJI DAN MENERIMA TALI MENYELAMAT JABATAN BOMBA DAN PENYELAMAT MALAYSIA TAHUN 2022",IBU PEJABAT BOMBA DAN PENYELAMAT NEGERI MELAKA,08/07/2022 12:00 PM,20/07/2022 12:00 PM,8,Ya,ui-button
"EARPLUG
91DPOD(BRK-SH)AM/SH/31/2022",91 DEPOT PUSAT ORDNANS,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH SATU (1) UNIT VIDEO LARYNGOSCOPE SYSTEM WITH BRONCHOSCOPE KE HOSPITAL KENINGAU",JKN SABAH HOSPITAL KENINGAU UNIT PENTADBIRAN/KEWANGAN/PENGURUSAN,08/07/2022 12:00 PM,19/07/2022 12:00 PM,7,Tidak,ui-button
"SEBUT HARGA PERKHIDMATAN PENYEWAAN, PENYELENGGARAAN DAN BACAAN METER UNTUK LIMA (5) UNIT MESIN FOTOSTAT/SCANNER DI HOSPITAL KAMPAR BAGI TEMPOH 2 TAHUN",HOSPITAL KAMPAR,08/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
PERKHIDMATAN PENYEWAAN DAN PENYELENGGARAAN (2) UNIT MESIN PENYALIN BAGI JABATAN PERANGKAAN MALAYSIA WILAYAH PERSEKUTUAN SELAMA 27 BULAN,JABATAN PERANGKAAN WILAYAH PERSEKUTUAN,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUT HARGA KALI KEDUA PERKHIDMATAN PENYELENGGARAAN PEMBAIKAN MESIN DAN PERALATAN LATIHAN KEMAHIRAN DI BENGKEL LATIHAN KEMAHIRAN DI INSTITUT LATIHAN PERINDUSTRIAN (ILP) IPOH, JABATAN TENAGA MANUSIA",INSTITUT LATIHAN PERINDUSTRIAN IPOH,08/07/2022 12:00 PM,21/07/2022 12:00 PM,9,Ya,ui-button
"PERKHIDMATAN PEMBAIKAN DAN PENGECATAN (COCKPIT INTERIOR AND EXTERIOR PAINTING) BAGI 7 BUAH PESAWAT AGUSTA A109 LOH (NO DAFTAR: M81-01, M81-02, M81-03, M81-07, M81-08, M81-09 DAN M81-11) BAGI REJIMEN 881 PASUKAN UDARA TENTERA DARAT KEM MAHKOTA KLUANG JOHOR",PASUKAN UDARA TENTERA DARAT MARKAS TENTERA DARAT TINGKAT 14 WISMA PERTAHANAN JALAN PADANG TEMBAK,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
TAWARAN PERKHIDMATAN SEWAAN DAN BACAAN METER BAGI TIGA (3) UNIT MESIN PENYALIN DI HOSPITAL TENOM BAGI TEMPOH DUA (2) TAHUN,HOSPITAL TENOM UNIT PENTADBIRAN/KEWANGAN/PENGURUSAN,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PEMBAIKAN RADIO PAE 3060 SK TLDM KOTA KINABALU. RUJUK DSAT/SH/SENG/22/06,MARKAS PEMERINTAHAN ARMADA TIMUR,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PEMBAIKAN JIB CRANE STESEN LIMA TLDM. RUJUK DSAT/SH/SENG/22/70,MARKAS PEMERINTAHAN ARMADA TIMUR,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUT HARGA BAGI PEROLEHAN PERKHIDMATAN DAN PEMASANGAN MESIN PERINCIH HEAVY DUTY, MESIN PERINCIH INDUSTRI DAN MESIN PERINCIH KECIL UNTUK KEMENTERIAN BELIA DAN SUKAN (KBS) BAGI TAHUN 2022",BAHAGIAN KEWANGAN KEMENTERIAN BELIA SUKAN,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"Perkhidmatan Penulisan, Penerbitan Dan Pencetakan Buku Laporan Tahunan Jabatan Laut Malaysia 2021, 2022 dan 2023","IBU PEJABAT JABATAN LAUT MALAYSIA,PELABUHAN KLANG",08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"TENDER MEMBEKAL, MENGHANTAR DAN MENGUJI LARI PERALATAN PDP (ICT) BAGI MURID BERKEPERLUAN PENDIDIKAN KHAS KE SEKOLAH PENDIDIKAN KHAS (SPK) DAN KELAS PROGRAM PENDIDIKAN KHAS INTEGRASI (PPKI) TAHUN 2022",BAHAGIAN PEROLEHAN,08/07/2022 12:00 PM,29/07/2022 12:00 PM,17,Tidak,ui-button
"SEBUTHARGA PERKHIDMATAN PENYEWAAN DAN BACAAN METER 5 UNIT MESIN FOTOSTAT (HITAM PUTIH) DAN 2 UNIT MESIN FOTOSTAT (WARNA) BAGI TEMPOH 24 BULAN DI INSTITUT LATIHAN PERINDUSTRIAN KANGAR, JABATAN TENAGA MANUSIA",INSTITUT LATIHAN PERINDUSTRIAN KANGAR,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH RADIANT WARMER INFANT RESUSCITATION HEIGHT ADJUSTABLE C/W ACCESSORIES FOR RESUS, BASSINET, OXYGEN TANK (2 UNIT) UNTUK FASILITI KESIHATAN PAHANG",HOSPITAL PEKAN,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"PERKHIDMATAN PEMBAIKAN DAN PENGECATAN (COCKPIT INTERIOR AND EXTERIOR PAINTING) BAGI 3 BUAH PESAWAT AGUSTA A109 LOH (NO DAFTAR:M81-04, M81-05 DAN M81-06) BAGI DETASMEN 881 PASUKAN UDARA TENTERA DARAT KEM KINABATANGAN SANDAKAN SABAH",PASUKAN UDARA TENTERA DARAT MARKAS TENTERA DARAT TINGKAT 14 WISMA PERTAHANAN JALAN PADANG TEMBAK,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH PERALATAN PERUBATAN SATU (1) UNIT GA MACHINE UNTUK KEGUNAAN HOSPITAL LABUAN",JKN WP LABUAN HOSPITAL LABUAN UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR DAN MEMASANG PERANTI PENGUMPULAN IKAN (UNJAM) PROGRAM DI BAWAH MAJLIS PEMBANGUNAN BUMIPUTERA PULAU PINANG TAHUN 2022 UNTUK MyKP CHANGKAT DAN MyKP CHENAAM",PEJABAT PERIKANAN NEGERI PULAU PINANG,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PERKHIDMATAN SEWAAN KENDERAAN BAGI AKTIVITI KAWALAN VEKTOR DI NEGERI MELAKA BAGI TEMPOH DUA BELAS (12) BULAN - PICK UP 2 CABIN,JKN MELAKA PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI MELAKA,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"PERKHIDMATAN MENCETAK, MENGHANTAR DAN MEMBEKAL LANYARD DAN PU LEATHER COVER BAGI JABATAN KESIHATAN NEGERI MELAKA",JKN MELAKA PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI MELAKA,08/07/2022 12:00 PM,18/07/2022 12:00 PM,6,Tidak,ui-button
"TENDER PEMBEKALAN PERKAKASAN & PERISIAN SERVER, RANGKAIAN DAN KESELAMATAN BAGI KETERSEDIAAN SISTEM PENGURUSAN SUMBER MANUSIA SEKTOR AWAM",JABATAN PERKHIDMATAN AWAM - IBU PEJABAT,08/07/2022 12:00 PM,03/08/2022 12:00 PM,22,Ya,ui-button
MEMBEKAL DAN MENGHANTAR PAKAIAN LUAR SKALA KASUT TEMPUR DIGITAL,MARKAS LOGISTIK TENTERA DARAT,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
PEROLEHAN FLYING BOOT UNTUK JURUTERBANG DAN KUARTERMASTER UDARA BAGI PASUKAN UDARA TENTERA DARAT PUTD,PASUKAN UDARA TENTERA DARAT MARKAS TENTERA DARAT TINGKAT 14 WISMA PERTAHANAN JALAN PADANG TEMBAK,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
"SEBUT HARGA PERKHIDMATAN LATIHAN PROGRAM 'ROBOT OPERATING SYSTEM (ROS)' TAHUN 2022 DI POLITEKNIK TUANKU SULTANAH BAHIYAH, KEMENTERIAN PENGAJIAN TINGGI",POLITEKNIK TUANKU SULTANAH BAHIYAH,08/07/2022 12:00 PM,17/07/2022 12:00 PM,5,Tidak,ui-button
PERKHIDMATAN PENYEWAAN DAN PENGURUSAN KENDERAAN BAGI OPERASI BERSEPADU UNTUK KEGUNAAN JABATAN KASTAM DIRAJA MALAYSIA NEGERI PERAK,JABATAN KASTAM NEGERI PERAK,08/07/2022 12:00 PM,15/07/2022 12:00 PM,3,Tidak,ui-button
